4	0	X 
26	500000	X 
52	0	X 
53	0	X 
54	0	X 
56	0	X 
57	0	X 
59	0	X 
60	0	X 
87	0	X 
89	0	X 
90	0	X 
91	0	X 
92	0	X 
104	0	X 
105	0	X 
106	0	X 
107	0	X 
108	0	X 
109	0	X 
110	0	X 
111	0	X 
112	0	X 
118	0	X 
128	0	X 
130	0	X 
236	0	X 
238	0	X 
239	0	X 
240	0	X 
242	0	X 
243	0	X 
244	0	X 
245	0	X 
249	0	X 
251	0	X 
253	0	X 
255	0	X 
299	0	X 
304	0	X 
306	0	X 
343	0	X 
348	0	X 
349	0	X 
350	0	X 
354	0	X 
355	0	X 
356	0	X 
357	0	X 
358	0	X 
359	0	X 
360	0	X 
361	0	X 
362	0	X 
376	0	X 
377	0	X 
379	0	X 
380	0	X 
381	0	X 
382	0	X 
389	0	X 
390	0	X 
394	0	X 
395	0	X 
396	0	X 
401	0	X 
402	0	X 
403	500	X 
422	0	X 
423	0	X 
424	0	X 
425	0	X 
426	0	X 
427	0	X 
428	0	X 
429	0	X 
430	0	X 
431	0	X 
432	0	X 
433	0	X 
434	0	X 
436	0	X 
437	0	X 
438	0	X 
440	0	X 
443	0	X 
445	0	X 
447	0	X 
449	0	X 
451	0	X 
453	0	X 
455	0	X 
457	0	X 
459	0	X 
461	0	X 
463	0	X 
465	0	X 
567	0	X 
574	0	X 
575	0	X 
576	0	X 
577	0	X 
578	0	X 
579	0	X 
581	0	X 
