2	0	4	0	11	0	100.000000	100.000000	0.000000	0	0	0	X 
3	0	9	0	22	0	100.000000	100.000000	0.000000	0	0	0	X 
4	0	7	0	21	0	100.000000	100.000000	0.000000	0	0	0	X 
5	0	8	0	23	0	100.000000	100.000000	0.000000	0	0	0	X 
6	0	5	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
7	0	6	0	2	0	300.000000	400.000000	0.000000	0	0	0	X 
8	0	10	0	6	0	300.000000	400.000000	0.000000	0	0	0	X 
9	0	11	0	3	0	300.000000	400.000000	0.000000	0	0	0	X 
46	4	29	1	0	0	0.000000	0.000000	1.500000	0	0	0	X 
47	4	30	2	0	0	0.000000	0.000000	1.250000	0	0	0	X 
58	0	36	0	16	0	100.000000	100.000000	0.000000	0	0	0	X 
59	0	37	0	15	0	100.000000	100.000000	0.000000	0	0	0	X 
60	0	38	0	12	0	100.000000	100.000000	0.000000	0	0	0	X 
61	0	39	0	20	0	100.000000	100.000000	0.000000	0	0	0	X 
62	0	40	0	17	0	100.000000	100.000000	0.000000	0	0	0	X 
63	0	41	0	18	0	100.000000	100.000000	0.000000	0	0	0	X 
64	0	42	0	19	0	100.000000	100.000000	0.000000	0	0	0	X 
65	0	43	0	14	0	100.000000	100.000000	0.000000	0	0	0	X 
66	0	44	0	26	0	100.000000	100.000000	0.000000	0	0	0	X 
67	0	45	0	24	0	100.000000	100.000000	0.000000	0	0	0	X 
68	0	46	0	25	0	100.000000	100.000000	0.000000	0	0	0	X 
69	2	47	0	0	0	300.000000	300.000000	0.000000	0	0	0	X 
70	0	48	0	28	0	100.000000	100.000000	0.000000	0	0	0	X 
71	0	49	0	29	0	100.000000	100.000000	0.000000	0	0	0	X 
73	0	42	0	13	0	50.000000	50.000000	0.000000	0	0	0	X 
75	12	52	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
76	12	53	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
77	12	54	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
78	12	55	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
79	12	56	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
80	12	57	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
81	12	58	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
82	12	59	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
83	12	60	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
84	12	61	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
85	12	62	0	0	0	0.000000	0.000000	0.000000	0	0	0	X 
86	5	63	1	0	0	150.000000	150.000000	0.000000	6	0	0	X 
87	5	64	1	0	0	150.000000	150.000000	0.000000	2	0	0	X 
88	5	65	1	0	0	150.000000	150.000000	0.000000	5	0	0	X 
89	5	66	1	0	0	150.000000	150.000000	0.000000	8	0	0	X 
90	5	67	1	0	0	150.000000	150.000000	0.000000	4	0	0	X 
91	5	68	1	0	0	150.000000	150.000000	0.000000	14	0	0	X 
92	5	69	1	0	0	150.000000	150.000000	0.000000	10	0	0	X 
93	5	70	1	0	0	150.000000	150.000000	0.000000	9	0	0	X 
94	5	71	1	0	0	150.000000	150.000000	0.000000	13	0	0	X 
95	5	72	1	0	0	150.000000	150.000000	0.000000	11	0	0	X 
96	5	73	1	0	0	150.000000	150.000000	0.000000	12	0	0	X 
97	5	74	1	0	0	150.000000	150.000000	0.000000	3	0	0	X 
98	5	75	1	0	0	150.000000	150.000000	0.000000	7	0	0	X 
99	6	76	1	0	0	100.000000	100.000000	0.000000	0	7	0	X 
100	7	77	1	0	0	100.000000	100.000000	0.000000	0	7	0	X 
101	1	78	1	0	0	100.000000	100.000000	0.000000	0	0	0	X 
102	8	79	1	0	0	0.000000	0.000000	2.000000	0	0	824	X 
103	4	80	2	0	0	0.000000	0.000000	1.300000	0	0	0	X 
123	0	100	0	1	0	300.000000	400.000000	0.000000	0	0	0	X 
124	0	101	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
125	0	102	0	6	0	300.000000	400.000000	0.000000	0	0	0	X 
126	0	103	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
127	0	104	0	9	0	300.000000	400.000000	0.000000	0	0	0	X 
128	0	105	0	8	0	300.000000	400.000000	0.000000	0	0	0	X 
129	0	106	0	3	0	300.000000	400.000000	0.000000	0	0	0	X 
130	0	107	0	4	0	300.000000	400.000000	0.000000	0	0	0	X 
131	0	108	0	1	0	300.000000	400.000000	0.000000	0	0	0	X 
138	0	114	0	1	0	300.000000	400.000000	0.000000	0	0	0	X 
139	0	115	0	2	0	300.000000	400.000000	0.000000	0	0	0	X 
140	0	116	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
141	0	117	0	8	0	300.000000	400.000000	0.000000	0	0	0	X 
142	0	118	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
143	0	119	0	4	0	300.000000	400.000000	0.000000	0	0	0	X 
144	0	120	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
145	0	121	0	8	0	300.000000	400.000000	0.000000	0	0	0	X 
146	0	122	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
147	0	123	0	1	0	300.000000	400.000000	0.000000	0	0	0	X 
148	0	124	0	2	0	300.000000	400.000000	0.000000	0	0	0	X 
149	0	125	0	4	0	300.000000	400.000000	0.000000	0	0	0	X 
150	0	126	0	8	0	300.000000	400.000000	0.000000	0	0	0	X 
151	0	127	0	9	0	300.000000	400.000000	0.000000	0	0	0	X 
152	0	128	0	3	0	300.000000	400.000000	0.000000	0	0	0	X 
153	0	129	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
154	0	130	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
155	0	131	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
156	0	132	0	2	0	300.000000	400.000000	0.000000	0	0	0	X 
157	0	133	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
158	0	134	0	9	0	300.000000	400.000000	0.000000	0	0	0	X 
159	0	135	0	3	0	300.000000	400.000000	0.000000	0	0	0	X 
160	0	136	0	4	0	300.000000	400.000000	0.000000	0	0	0	X 
161	0	137	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
162	0	138	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
163	0	139	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
164	0	140	0	1	0	300.000000	400.000000	0.000000	0	0	0	X 
165	0	141	0	2	0	300.000000	400.000000	0.000000	0	0	0	X 
166	0	142	0	3	0	300.000000	400.000000	0.000000	0	0	0	X 
167	0	143	0	6	0	300.000000	400.000000	0.000000	0	0	0	X 
168	0	144	0	9	0	300.000000	400.000000	0.000000	0	0	0	X 
169	0	145	0	4	0	300.000000	400.000000	0.000000	0	0	0	X 
170	0	146	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
171	0	147	0	8	0	300.000000	400.000000	0.000000	0	0	0	X 
172	0	148	0	4	0	300.000000	400.000000	0.000000	0	0	0	X 
173	0	149	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
174	0	150	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
175	0	151	0	9	0	300.000000	400.000000	0.000000	0	0	0	X 
176	0	152	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
177	0	153	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
178	0	154	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
179	0	155	0	8	0	300.000000	400.000000	0.000000	0	0	0	X 
180	0	156	0	6	0	300.000000	400.000000	0.000000	0	0	0	X 
181	0	157	0	9	0	300.000000	400.000000	0.000000	0	0	0	X 
182	0	158	0	10	0	300.000000	400.000000	0.000000	0	0	0	X 
183	0	159	0	2	0	300.000000	400.000000	0.000000	0	0	0	X 
184	0	160	0	6	0	300.000000	400.000000	0.000000	0	0	0	X 
185	0	161	0	7	0	300.000000	400.000000	0.000000	0	0	0	X 
