6	1	79374	79374	12	12	5	9	9	0	0	90	600	600	1	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
7	1	79376	79376	3	3	5	10	10	0	0	90	600	600	1	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
8	1	78008	78008	4	4	5	12	12	0	0	90	600	600	0	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
15	1	78009	78009	9	9	5	2	2	0	0	90	600	600	0	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
16	1	79359	79359	9	9	5	4	4	0	0	90	600	600	1	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
18	1	79375	79375	3	3	5	3	3	0	0	90	600	600	0	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
19	1	79371	79371	11	11	5	5	5	0	0	90	600	600	0	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
20	1	79372	79372	11	11	5	7	7	0	0	90	600	600	1	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
21	1	79373	79373	12	12	5	8	8	0	0	90	600	600	0	7			-1	-1	0	0	0	0	2	0	0	0	0		X 
32	1	79607	79607	15	15	2	28	28	55	55	90	600	600	0	1	|cFFFFD200Zone:|r Frostfire Ridge|n	|cFFFFD200Zone:|r Frostfire Ridge|n	1	-1	1066116	1066116	0	0	2	0	0	0	0		X 
34	1	79599	79611	11	8	2	38	8	97	49	90	600	600	1	1	|cFFFFD200Quest:|r Winds of Change|n|cFFFFD200Zone:|r Frostfire Ridge|n	|cFFFFD200Quest:|r Qiana Moonshadow|n|cFFFFD200Zone:|r Shadowmoon Valley	-1	-1	1066111	1066112	0	0	2	0	0	0	0		X 
87	1	82738	82739	9	2	2	38	38	0	0	90	600	600	1	0			-1	-1	1066164	1066165	0	0	2	0	0	0	0		X 
88	1	82763	82772	9	6	2	35	35	0	0	90	600	600	0	0			-1	-1	1066174	1066176	0	0	2	0	0	0	0		X 
89	1	82736	82737	7	5	2	37	37	0	0	90	600	600	1	0			-1	-1	1066171	1066163	0	0	2	0	0	0	0		X 
90	1	82696	82743	3	6	2	15	15	0	0	90	600	600	1	0			-1	-1	1066158	1066166	0	0	2	0	0	0	0		X 
91	1	82642	82652	13	4	2	16	16	0	0	90	600	600	0	0			-1	-1	1066142	1066143	0	0	2	0	0	0	0		X 
92	1	82703	82710	9	2	2	14	14	0	0	90	600	600	1	0			-1	-1	1066159	1066160	0	0	2	0	0	0	0		X 
93	1	82793	82794	12	6	2	28	28	0	0	90	600	600	0	0			-1	-1	1066181	1066182	0	0	2	0	0	0	0		X 
94	1	81475	82490	13	2	2	26	26	0	0	90	600	600	0	0			-1	-1	1066131	1066128	0	0	2	0	0	0	0		X 
95	1	81477	82577	7	8	2	27	27	0	0	90	600	600	0	0			-1	-1	1066132	1066133	0	0	2	0	0	0	0		X 
96	1	81465	82634	12	8	2	24	24	0	0	90	600	600	0	0			-1	-1	1066137	1066138	0	0	2	0	0	0	0		X 
97	1	82637	82639	13	5	2	23	23	0	0	90	600	600	1	0			-1	-1	1066190	1066140	0	0	2	0	0	0	0		X 
98	1	82672	82674	11	8	2	8	8	0	0	90	600	600	1	0			-1	-1	1066152	1066153	0	0	2	0	0	0	0		X 
99	1	82661	82663	12	14	2	7	7	0	0	90	600	600	0	0			-1	-1	1066148	1066149	0	0	2	0	0	0	0		X 
100	1	82679	82689	11	14	2	5	5	0	0	90	600	600	0	0			-1	-1	1066155	1066157	0	0	2	0	0	0	0		X 
101	1	82665	82666	12	8	2	9	9	0	0	90	600	600	1	0			-1	-1	1066150	1066151	0	0	2	0	0	0	0		X 
102	1	82859	82863	13	2	2	33	33	0	0	90	600	600	0	0			-1	-1	1066194	1066197	0	0	2	0	0	0	0		X 
103	1	82835	82855	13	2	2	34	34	0	0	90	600	600	1	0			-1	-1	1066191	1066192	0	0	2	0	0	0	0		X 
104	1	81482	82868	3	14	2	32	32	0	0	90	600	600	1	0			-1	-1	1066200	1066202	0	0	2	0	0	0	0		X 
105	1	82761	82752	3	2	2	21	21	0	0	90	600	600	0	0			-1	-1	1066173	1066170	0	0	2	0	0	0	0		X 
106	1	82653	82678	3	2	2	22	22	0	0	90	600	600	1	0			-1	-1	1066144	1066154	0	0	2	0	0	0	0		X 
107	1	82747	82751	3	4	2	20	20	0	0	90	600	600	1	0			-1	-1	1066168	1066169	0	0	2	0	0	0	0		X 
108	1	82657	82659	12	14	2	25	25	0	0	90	600	600	1	0			-1	-1	1066146	1066147	0	0	2	0	0	0	0		X 
109	1	81478	82830	9	4	2	29	29	0	0	90	600	600	0	0			-1	-1	1066187	1066189	0	0	2	0	0	0	0		X 
110	1	82693	82773	11	5	2	30	30	0	0	90	600	600	1	0			-1	-1	1066156	1066177	0	0	2	0	0	0	0		X 
111	1	82633	82641	9	5	2	31	31	0	0	90	600	600	0	0			-1	-1	1066139	1066141	0	0	2	0	0	0	0		X 
112	1	81451	82824	3	8	2	12	12	0	0	90	600	600	1	0			-1	-1	1066125	1066188	0	0	2	0	0	0	0		X 
113	1	82807	82810	7	5	2	13	13	0	0	90	600	600	0	0			-1	-1	1066184	1066186	0	0	2	0	0	0	0		X 
114	1	81450	82853	13	4	2	10	10	0	0	90	600	600	0	0			-1	-1	1066124	1066193	0	0	2	0	0	0	0		X 
115	1	82796	82808	3	5	2	2	2	0	0	90	600	600	0	0			-1	-1	1066183	1066185	0	0	2	0	0	0	0		X 
