235	122	0	0	14400	133877	0	X 
236	122	0	0	14400	133886	0	X 
237	122	0	0	14400	133915	0	X 
238	122	0	0	14400	133914	0	X 
239	122	0	0	14400	133916	0	X 
240	122	0	0	14400	133917	0	X 
241	122	0	0	14400	133918	0	X 
242	122	0	0	14400	133919	0	X 
243	122	0	0	14400	133920	0	X 
244	122	0	0	14400	133921	0	X 
245	122	0	0	14400	133922	0	X 
246	122	0	0	14400	133923	0	X 
247	122	0	1	13	133846	0	X 
249	124	622	4	1800	0	1	X 
250	125	629	3	1800	0	1	X 
251	126	0	3	1800	136405	1	X 
254	128	741	3	1800	0	1	X 
255	129	649	4	1800	0	1	X 
256	130	0	0	3600	136845	1	X 
257	131	660	4	1800	0	1	X 
258	132	659	3	1800	0	1	X 
259	133	0	1	10	136940	0	X 
260	134	662	4	1800	0	1	X 
261	135	663	3	1800	0	1	X 
262	136	0	1	10	136943	0	X 
263	137	665	4	1800	0	1	X 
264	138	666	3	1800	0	1	X 
265	139	0	1	10	136946	0	X 
266	140	763	4	1800	0	1	X 
267	141	669	3	1800	0	1	X 
268	142	0	1	10	136949	0	X 
269	143	671	4	1800	0	1	X 
270	144	672	3	1800	0	1	X 
271	145	0	1	10	136952	0	X 
272	146	674	4	1800	0	1	X 
273	147	675	3	1800	0	1	X 
274	148	0	1	10	136955	0	X 
275	149	677	4	1800	0	1	X 
276	150	679	3	1800	0	1	X 
277	151	0	1	10	136958	0	X 
278	152	680	4	1800	0	1	X 
279	153	907	3	1800	0	1	X 
280	154	0	1	10	136961	0	X 
281	155	685	3	1800	0	1	X 
282	156	683	4	1800	0	1	X 
283	157	944	1	43200	0	1	X 
284	158	686	4	1800	0	1	X 
285	159	687	3	1800	0	1	X 
286	160	0	1	10	136967	0	X 
287	161	0	3	1800	136405	1	X 
289	163	0	3	1800	137247	1	X 
290	164	946	1	43200	0	1	X 
291	165	0	4	1800	137226	1	X 
292	166	0	4	900	138388	1	X 
293	167	0	1	3600	138390	1	X 
294	168	0	2	1800	138872	1	X 
295	125	630	3	1800	0	1	X 
296	124	627	4	1800	0	1	X 
297	156	750	4	1800	0	1	X 
298	155	754	3	1800	0	1	X 
299	128	767	3	1800	0	1	X 
300	129	738	4	1800	0	1	X 
301	143	799	4	1800	0	1	X 
302	144	800	3	1800	0	1	X 
303	131	769	4	1800	0	1	X 
304	132	768	3	1800	0	1	X 
305	141	670	3	1800	0	1	X 
306	140	668	4	1800	0	1	X 
307	146	770	4	1800	0	1	X 
308	147	771	3	1800	0	1	X 
309	158	688	4	1800	0	1	X 
310	159	852	3	1800	0	1	X 
313	138	877	3	1800	0	1	X 
314	137	876	4	1800	0	1	X 
315	134	664	4	1800	0	1	X 
316	135	894	3	1800	0	1	X 
317	152	681	4	1800	0	1	X 
318	153	682	3	1800	0	1	X 
319	171	0	4	43200	139308	0	X 
321	129	649	1	5	0	0	X 
322	156	683	1	5	0	0	X 
323	124	622	1	5	0	0	X 
324	158	686	1	5	0	0	X 
325	152	680	1	5	0	0	X 
326	146	674	1	5	0	0	X 
327	131	660	1	5	0	0	X 
328	143	671	1	5	0	1	X 
329	140	763	1	5	0	0	X 
330	137	665	1	5	0	0	X 
331	134	662	1	5	0	0	X 
332	149	678	4	1800	0	1	X 
333	149	677	1	5	0	0	X 
334	150	920	3	1800	0	1	X 
335	173	0	2	432000	146745	2	X 
339	177	0	1	5	139460	0	X 
340	178	0	1	600	139888	1	X 
341	179	0	1	600	139892	1	X 
342	180	0	1	600	140038	1	X 
343	181	0	2	432000	146745	2	X 
344	182	0	2	432000	146745	2	X 
345	183	0	2	432000	146745	2	X 
346	184	0	2	432000	146745	2	X 
347	185	0	2	432000	146745	2	X 
348	186	0	2	432000	146745	2	X 
349	187	0	2	432000	146745	2	X 
350	188	0	2	432000	146745	2	X 
351	189	0	2	432000	146745	2	X 
352	190	0	2	432000	146745	2	X 
353	191	0	2	432000	146745	2	X 
354	192	0	1	600	140155	1	X 
355	193	0	1	14400	140156	1	X 
356	194	0	1	600	140157	1	X 
357	195	0	1	600	140158	1	X 
358	196	749	1	43200	0	1	X 
360	197	0	4	43200	139308	1	X 
361	198	0	4	43200	139308	1	X 
362	199	0	4	43200	139308	0	X 
363	200	0	4	43200	139308	1	X 
364	201	0	4	43200	139308	1	X 
365	202	0	4	43200	139308	1	X 
366	203	0	4	43200	139308	1	X 
367	204	0	4	43200	139308	0	X 
368	205	0	4	43200	139308	0	X 
369	206	0	4	43200	139308	1	X 
370	207	0	4	43200	139308	1	X 
371	208	0	4	43200	139308	1	X 
372	209	0	1	5	139460	1	X 
373	210	0	1	5	139460	1	X 
374	211	0	1	5	139460	1	X 
375	212	0	1	5	139460	1	X 
376	213	0	1	5	139460	1	X 
377	214	0	1	5	139460	0	X 
378	215	0	1	5	139460	0	X 
379	216	0	1	5	139460	1	X 
380	217	0	1	5	139460	1	X 
381	218	0	1	5	139460	1	X 
382	219	0	1	5	139460	1	X 
383	220	0	1	5	139460	0	X 
401	122	0	0	14400	141700	0	X 
402	223	1007	2	1800	0	1	X 
404	184	0	1	5	146745	2	X 
405	181	0	1	5	146745	2	X 
406	182	0	1	5	146745	2	X 
407	183	0	1	5	146745	2	X 
408	173	0	1	5	146745	2	X 
409	185	0	1	5	146745	2	X 
410	186	0	1	5	146745	2	X 
411	187	0	1	5	146745	2	X 
412	188	0	1	5	146745	2	X 
413	189	0	1	5	146745	2	X 
414	190	0	1	5	146745	2	X 
415	191	0	1	5	146745	2	X 
421	224	1013	2	1800	0	1	X 
423	225	1009	2	1800	0	1	X 
425	226	1027	2	1800	0	1	X 
427	227	1016	2	1800	0	1	X 
429	228	1023	2	1800	0	1	X 
432	229	1052	2	1800	0	1	X 
434	230	1045	2	1800	0	1	X 
436	231	1042	2	1800	0	1	X 
438	232	1048	2	1800	0	1	X 
440	233	1032	2	1800	0	1	X 
442	234	1035	2	1800	0	1	X 
