3	3	925	X 
4	3	920	X 
11	7	939	X 
12	7	940	X 
13	7	941	X 
16	9	942	X 
20	9	948	X 
21	9	945	X 
22	9	949	X 
23	9	956	X 
24	10	955	X 
25	10	953	X 
26	10	943	X 
27	10	957	X 
28	10	954	X 
29	11	951	X 
30	11	950	X 
31	11	952	X 
32	11	958	X 
33	11	944	X 
34	13	939	X 
35	13	940	X 
60	21	1187	X 
61	21	1195	X 
62	21	1302	X 
63	21	1183	X 
64	21	1196	X 
65	21	1174	X 
66	22	1298	X 
67	22	1297	X 
68	22	1301	X 
69	22	1198	X 
70	23	934	X 
71	23	1138	X 
72	23	1924	X 
73	23	1733	X 
74	23	1743	X 
75	23	922	X 
76	23	1135	X 
77	23	1136	X 
78	23	1139	X 
79	23	926	X 
80	23	927	X 
81	24	1191	X 
82	24	1193	X 
83	24	1172	X 
84	24	1165	X 
85	24	1921	X 
86	24	1750	X 
87	24	1171	X 
88	24	1913	X 
89	24	1748	X 
90	24	1923	X 
91	24	1169	X 
92	24	1164	X 
93	25	1914	X 
94	25	1718	X 
95	25	929	X 
96	25	1856	X 
97	25	1152	X 
98	25	1950	X 
99	25	1007	X 
100	25	931	X 
101	25	1728	X 
102	25	1004	X 
103	25	1752	X 
104	25	1744	X 
105	25	1715	X 
106	25	925	X 
107	25	1815	X 
108	25	1938	X 
109	25	913	X 
110	25	1132	X 
111	25	1124	X 
112	25	1763	X 
113	25	1831	X 
114	25	1933	X 
115	25	1868	X 
116	25	1930	X 
117	25	1823	X 
118	25	1126	X 
119	25	1129	X 
120	26	1168	X 
121	26	1921	X 
122	26	1182	X 
123	27	1170	X 
124	27	1175	X 
125	27	1976	X 
126	27	1967	X 
127	27	1170	X 
128	27	1973	X 
129	27	1920	X 
130	27	1982	X 
131	27	1180	X 
132	27	1179	X 
133	27	1972	X 
134	27	1975	X 
135	28	1177	X 
136	28	1197	X 
137	28	1173	X 
138	28	1915	X 
139	28	1352	X 
140	28	1750	X 
141	28	1185	X 
142	28	1157	X 
143	28	1303	X 
144	28	1923	X 
145	29	1163	X 
146	29	1970	X 
147	29	1740	X 
148	29	1971	X 
149	29	1916	X 
150	29	1299	X 
151	29	1969	X 
152	29	1968	X 
153	30	1759	X 
154	30	1609	X 
155	30	1962	X 
156	30	1636	X 
157	30	1629	X 
158	30	1639	X 
159	30	1623	X 
160	30	1955	X 
161	30	1729	X 
162	30	1757	X 
163	30	1762	X 
164	30	1963	X 
165	30	1613	X 
166	30	1813	X 
167	30	1753	X 
168	30	1717	X 
169	30	1714	X 
170	30	1626	X 
171	30	1617	X 
172	30	1620	X 
173	30	1871	X 
174	30	1632	X 
175	30	1615	X 
176	30	1958	X 
177	31	1729	X 
178	31	1963	X 
179	31	1613	X 
180	31	1958	X 
181	32	1759	X 
182	32	1962	X 
183	32	1636	X 
184	32	1813	X 
185	32	1620	X 
186	32	1871	X 
187	33	1758	X 
188	33	1870	X 
189	33	1961	X 
190	34	1609	X 
191	34	1955	X 
192	34	1757	X 
193	34	1762	X 
194	34	1753	X 
195	34	1714	X 
196	34	1632	X 
197	34	1615	X 
198	35	1610	X 
199	35	1624	X 
200	35	1633	X 
201	35	1754	X 
202	35	1761	X 
203	35	1956	X 
204	35	1614	X 
205	36	1822	X 
206	36	1816	X 
207	36	1945	X 
208	36	1925	X 
209	36	1272	X 
210	36	1274	X 
211	36	1285	X 
212	37	1340	X 
213	37	1275	X 
214	37	1342	X 
215	37	1346	X 
216	37	1339	X 
217	37	1350	X 
218	37	1926	X 
219	37	1931	X 
220	37	1338	X 
221	37	1349	X 
222	37	1929	X 
223	37	1638	X 
224	38	1939	X 
225	38	1206	X 
226	38	1223	X 
227	38	1212	X 
228	38	1935	X 
229	38	1207	X 
230	38	1215	X 
231	38	1214	X 
232	38	1210	X 
233	38	1205	X 
234	38	1222	X 
235	38	1202	X 
236	38	1305	X 
237	38	1203	X 
238	38	1833	X 
239	38	1942	X 
240	39	1311	X 
241	39	1712	X 
242	39	1934	X 
243	39	1309	X 
244	39	1834	X 
245	39	1308	X 
246	39	1306	X 
247	39	1354	X 
248	40	1208	X 
249	40	1937	X 
250	40	1836	X 
251	40	1875	X 
252	41	1628	X 
253	41	1835	X 
254	41	1936	X 
255	42	1262	X 
256	42	1252	X 
257	42	1948	X 
258	42	1250	X 
259	42	1271	X 
260	42	1257	X 
261	42	1246	X 
262	42	1248	X 
263	42	1260	X 
264	42	1269	X 
265	42	1265	X 
266	42	1244	X 
267	43	1267	X 
268	43	1238	X 
269	44	1230	X 
270	44	1251	X 
271	44	1229	X 
272	44	1266	X 
273	45	1231	X 
274	45	1984	X 
275	45	1985	X 
276	45	1986	X 
277	46	1239	X 
278	46	1263	X 
279	46	1270	X 
280	46	1264	X 
281	46	1253	X 
282	46	1255	X 
285	49	2062	X 
286	49	2070	X 
287	49	2072	X 
288	49	2060	X 
289	49	2069	X 
290	49	2059	X 
291	49	2063	X 
292	49	2074	X 
293	49	2065	X 
294	49	2068	X 
295	49	2073	X 
296	49	2075	X 
297	49	2061	X 
298	49	2058	X 
299	49	2071	X 
300	49	2064	X 
301	49	2066	X 
302	49	2067	X 
303	50	2024	X 
304	50	2041	X 
305	50	2033	X 
306	50	2035	X 
307	50	2037	X 
308	50	2036	X 
309	50	2026	X 
310	50	2023	X 
311	50	2031	X 
312	50	2039	X 
313	50	2047	X 
314	50	2022	X 
315	50	2032	X 
316	50	2040	X 
317	50	2029	X 
318	50	2030	X 
319	50	2028	X 
320	50	2027	X 
321	50	2046	X 
322	50	2051	X 
323	50	2054	X 
324	50	2053	X 
325	50	2043	X 
326	50	2025	X 
327	50	2034	X 
328	50	2052	X 
329	50	2042	X 
330	50	2049	X 
331	50	2050	X 
332	50	2048	X 
333	50	2056	X 
334	50	2055	X 
335	50	2057	X 
336	50	2044	X 
337	50	2045	X 
338	50	2038	X 
339	51	1285	X 
340	51	1820	X 
341	51	1278	X 
342	51	1276	X 
343	51	1279	X 
344	51	1273	X 
345	51	1282	X 
346	51	1286	X 
347	51	1274	X 
348	51	1825	X 
349	51	1830	X 
350	51	1289	X 
351	51	1288	X 
352	51	1281	X 
353	51	1283	X 
354	51	1280	X 
355	51	1277	X 
356	51	1284	X 
357	51	1272	X 
358	51	1925	X 
359	51	1928	X 
360	51	1287	X 
361	51	1945	X 
362	51	1932	X 
363	51	1864	X 
364	51	1816	X 
365	51	1822	X 
366	52	1321	X 
367	52	1356	X 
368	52	1949	X 
369	52	1315	X 
370	52	1326	X 
371	52	1314	X 
372	52	1333	X 
373	52	1331	X 
374	52	1320	X 
375	52	1857	X 
376	52	1327	X 
377	52	1334	X 
378	52	1335	X 
379	52	1328	X 
380	52	1325	X 
381	52	1853	X 
382	52	1318	X 
383	53	2077	X 
389	55	2078	X 
390	55	2079	X 
391	55	2080	X 
392	55	2081	X 
393	55	2082	X 
394	55	2077	X 
395	55	2085	X 
396	55	2084	X 
399	55	2083	X 
400	55	2086	X 
401	55	2087	X 
402	55	2088	X 
403	53	2088	X 
404	53	2086	X 
405	53	2087	X 
424	59	2092	X 
425	59	2094	X 
426	59	2099	X 
427	59	2093	X 
428	59	2095	X 
429	59	2096	X 
430	59	2098	X 
431	59	2097	X 
432	59	2091	X 
433	59	2090	X 
434	60	2104	X 
435	60	2101	X 
436	60	2102	X 
437	60	2108	X 
438	60	2107	X 
439	60	2103	X 
440	60	2106	X 
441	60	2109	X 
442	60	2105	X 
443	60	2100	X 
444	61	532	X 
445	61	2118	X 
446	61	2115	X 
447	61	2111	X 
448	61	2112	X 
449	61	2117	X 
450	61	2110	X 
451	61	2113	X 
452	61	2116	X 
453	61	2114	X 
459	63	2125	X 
460	63	2124	X 
461	63	2132	X 
462	63	2131	X 
463	64	2126	X 
464	64	2127	X 
465	64	2135	X 
466	64	2136	X 
467	65	2129	X 
468	65	2130	X 
469	65	2139	X 
470	65	2140	X 
471	66	2119	X 
472	66	2120	X 
473	66	2133	X 
474	66	2134	X 
475	67	2121	X 
476	67	2122	X 
477	67	2137	X 
478	67	2138	X 
479	68	2123	X 
480	68	2128	X 
481	68	2141	X 
482	68	2142	X 
483	56	2164	X 
484	56	2147	X 
485	56	2163	X 
486	56	2162	X 
487	56	2161	X 
488	56	2165	X 
489	56	2148	X 
490	56	2166	X 
491	56	2145	X 
492	56	2143	X 
493	56	2144	X 
494	56	2146	X 
495	57	2154	X 
496	57	2150	X 
497	57	2151	X 
498	57	2170	X 
499	57	2172	X 
500	57	2152	X 
501	57	2149	X 
502	57	2153	X 
503	57	2168	X 
504	57	2169	X 
505	57	2167	X 
506	57	2171	X 
507	58	2156	X 
508	58	2158	X 
509	58	2157	X 
510	58	2174	X 
511	58	2177	X 
512	58	2160	X 
513	58	2173	X 
514	58	2159	X 
515	58	2175	X 
516	58	2155	X 
517	58	2176	X 
518	58	2178	X 
