2	1	1602	0	600	X 
3	1	71355	0	650	X 
4	1	3652	1	0	X 
5	1	5443	1	600	X 
6	1	1168	1	650	X 
7	1	3752	2	0	X 
8	1	2314	2	600	X 
9	1	71058	2	650	X 
19	1	116362	0	0	X 
91	23	41239	0	0	X 
92	23	59788	1	0	X 
93	23	29156	0	615	X 
94	23	55425	1	615	X 
95	23	47810	0	630	X 
96	23	94778	1	630	X 
100	25	25119	0	0	X 
106	26	11932	0	0	X 
107	26	34182	0	615	X 
112	6	8199	0	0	X 
113	6	55463	0	615	X 
114	6	51392	0	630	X 
115	6	33688	0	645	X 
116	7	2018	0	0	X 
117	7	36526	1	0	X 
118	7	44250	0	615	X 
119	7	15218	1	615	X 
120	7	87510	0	630	X 
121	7	51858	1	630	X 
122	7	94318	0	645	X 
123	7	100193	1	645	X 
124	8	1455	0	0	X 
125	8	13017	0	615	X 
126	8	45165	0	630	X 
127	8	86386	0	645	X 
128	9	25302	0	0	X 
129	9	16887	1	0	X 
130	9	55068	0	615	X 
131	9	62236	1	615	X 
132	9	28345	0	630	X 
133	9	72829	1	630	X 
134	9	71427	0	645	X 
135	9	78433	1	645	X 
136	10	24155	0	0	X 
137	10	47114	0	615	X 
138	10	69897	0	630	X 
139	10	71360	0	645	X 
140	11	30021	0	0	X 
141	11	50805	0	615	X 
142	11	72846	0	630	X 
143	11	73462	0	645	X 
144	12	20220	0	0	X 
145	12	80788	0	615	X 
146	12	72808	0	630	X 
147	12	45695	0	645	X 
148	13	27402	0	0	X 
149	13	39818	0	615	X 
150	13	21459	0	630	X 
151	13	51802	0	645	X 
152	14	25250	0	0	X 
153	14	67224	0	615	X 
154	14	37050	0	630	X 
155	14	86801	0	645	X 
156	15	73000	0	0	X 
157	15	23746	0	615	X 
158	15	55353	0	630	X 
159	15	47568	0	645	X 
160	16	32662	0	0	X 
161	16	28604	0	615	X 
162	16	49992	0	630	X 
163	16	78451	0	645	X 
164	17	15275	0	0	X 
165	17	34987	0	615	X 
166	17	71409	0	630	X 
167	17	77190	0	645	X 
168	18	55044	0	0	X 
169	18	15975	1	0	X 
170	18	30071	0	615	X 
171	18	29272	1	615	X 
172	18	35570	0	630	X 
173	18	40192	1	630	X 
174	18	49968	0	645	X 
175	18	73465	1	645	X 
176	19	89580	0	0	X 
177	19	81671	0	615	X 
178	19	45128	0	630	X 
179	19	96019	0	645	X 
180	20	80789	0	0	X 
181	20	79339	0	615	X 
182	20	70227	0	630	X 
183	20	105136	0	645	X 
184	21	25764	0	0	X 
185	21	25764	1	0	X 
186	21	52492	0	615	X 
187	21	52492	1	615	X 
188	21	51523	0	630	X 
189	21	51530	1	630	X 
190	21	96786	0	645	X 
192	23	50047	0	645	X 
193	23	73458	1	645	X 
194	22	868	0	0	X 
195	22	62977	1	0	X 
196	22	18048	0	615	X 
197	22	10364	1	615	X 
198	22	37169	0	630	X 
199	22	47085	1	630	X 
200	22	50734	0	645	X 
201	22	103847	1	645	X 
202	24	647	0	0	X 
203	24	55462	0	615	X 
204	24	50048	0	630	X 
205	24	95505	0	645	X 
206	25	15981	1	0	X 
207	25	65475	0	615	X 
208	25	60928	1	615	X 
209	25	40488	0	630	X 
210	25	28187	1	630	X 
211	25	51944	0	645	X 
212	25	86960	1	645	X 
213	26	70226	0	630	X 
214	26	51799	0	645	X 
215	27	29399	0	0	X 
216	27	24069	0	615	X 
217	27	47960	0	630	X 
218	27	71559	0	645	X 
219	28	20070	0	0	X 
220	28	4091	1	0	X 
221	28	55064	0	615	X 
222	28	56302	1	615	X 
223	28	70216	0	630	X 
224	28	100966	1	630	X 
225	28	78475	0	645	X 
226	28	51846	1	645	X 
227	29	59101	0	0	X 
228	29	4826	1	0	X 
229	29	31821	0	615	X 
230	29	65490	1	615	X 
231	29	59655	0	630	X 
232	29	28433	1	630	X 
233	29	73472	0	645	X 
234	29	96430	1	645	X 
235	30	11922	0	0	X 
236	30	44217	1	0	X 
