88	878877	1024	1024	X 
103	904010	1024	1024	X 
110	921230	512	256	X 
111	922389	512	512	X 
112	922390	512	256	X 
114	922037	64	128	X 
116	922034	128	128	X 
117	922036	256	256	X 
118	922035	32	32	X 
120	929716	128	128	X 
121	939608	512	256	X 
122	939609	256	256	X 
123	939604	512	1024	X 
124	939605	512	512	X 
125	939606	512	1024	X 
126	939612	512	1024	X 
127	939613	512	1024	X 
128	939607	256	256	X 
129	939610	256	256	X 
130	939611	256	256	X 
134	940508	256	256	X 
135	940509	256	256	X 
136	940510	256	256	X 
140	940511	128	128	X 
141	940512	128	128	X 
142	940513	128	128	X 
143	940514	256	256	X 
144	940515	256	256	X 
145	940516	256	256	X 
146	940517	128	128	X 
147	940518	128	128	X 
148	940519	128	128	X 
149	947347	128	256	X 
150	952639	512	512	X 
152	952657	1024	1024	X 
153	952658	1024	256	X 
154	952660	256	512	X 
155	952659	256	256	X 
156	952656	1024	512	X 
157	952638	128	128	X 
158	955768	1024	1024	X 
159	953549	256	256	X 
160	954006	256	256	X 
161	954007	256	256	X 
162	954008	256	256	X 
163	955661	256	256	X 
164	955662	256	256	X 
165	955663	256	256	X 
166	955664	256	128	X 
167	955665	128	128	X 
168	955666	128	128	X 
169	955667	128	128	X 
170	955668	128	128	X 
171	955669	256	128	X 
172	955672	256	256	X 
173	955673	128	128	X 
174	955674	256	256	X 
175	955675	256	256	X 
176	955676	128	128	X 
177	955677	128	128	X 
178	955678	256	256	X 
179	955679	256	256	X 
180	955680	256	256	X 
181	955681	128	128	X 
182	955682	128	128	X 
183	955683	128	128	X 
184	955762	128	128	X 
185	955763	128	128	X 
186	955764	128	128	X 
187	955765	256	256	X 
188	955766	256	256	X 
189	955767	256	256	X 
190	955769	256	256	X 
191	955770	256	256	X 
192	955771	256	256	X 
193	955772	128	128	X 
194	955773	128	128	X 
195	955774	128	128	X 
197	959719	256	512	X 
198	962472	256	256	X 
199	962479	16	32	X 
200	969834	128	256	X 
202	969828	256	256	X 
203	984826	512	512	X 
204	984835	256	256	X 
208	973339	512	512	X 
209	973338	128	256	X 
213	974985	512	512	X 
217	975752	32	32	X 
220	997675	512	256	X 
225	978201	512	1024	X 
226	978202	512	1024	X 
227	978203	512	1024	X 
230	979307	128	256	X 
236	985877	1024	1024	X 
254	981401	256	256	X 
255	981418	256	256	X 
256	981428	256	256	X 
257	981445	128	128	X 
258	981447	128	128	X 
259	981471	128	128	X 
268	982840	1024	1024	X 
269	982841	256	256	X 
270	983017	256	256	X 
271	983018	256	256	X 
272	983019	256	256	X 
273	983020	128	128	X 
274	983021	128	128	X 
275	983022	128	128	X 
276	983024	256	512	X 
277	983055	256	256	X 
278	983056	256	256	X 
279	983057	256	256	X 
280	983058	128	128	X 
281	983070	128	128	X 
282	983071	128	128	X 
283	983072	256	256	X 
284	983073	128	128	X 
285	983077	256	256	X 
286	983078	256	256	X 
287	983079	256	256	X 
288	983080	128	128	X 
289	983081	128	128	X 
290	983082	128	128	X 
291	983163	256	256	X 
292	983164	256	256	X 
293	983165	256	256	X 
294	983166	128	128	X 
295	983167	128	128	X 
296	983168	128	128	X 
297	983169	256	256	X 
298	983170	128	128	X 
299	983174	256	256	X 
300	983175	256	256	X 
301	983176	256	256	X 
302	983177	128	128	X 
303	983178	128	128	X 
304	983179	128	128	X 
307	984489	128	512	X 
308	984952	512	512	X 
309	1030382	32	64	X 
310	986189	128	128	X 
314	999232	32	64	X 
319	1019184	128	512	X 
320	1019181	1024	512	X 
321	1019182	1024	512	X 
322	1019183	1024	512	X 
323	1000173	512	512	X 
324	1000176	256	256	X 
330	1001820	512	1024	X 
331	1001822	512	1024	X 
332	1005293	256	1024	X 
333	1003737	256	512	X 
334	1005292	512	512	X 
335	1005297	1024	1024	X 
336	1006680	256	256	X 
337	1006681	256	256	X 
338	1006682	256	256	X 
339	1006683	128	128	X 
340	1006684	128	128	X 
341	1006685	128	128	X 
342	1006826	256	256	X 
343	1006827	256	256	X 
344	1006828	256	256	X 
345	1006829	128	128	X 
346	1006830	128	128	X 
347	1006831	128	128	X 
348	1006892	256	256	X 
349	1006893	256	256	X 
350	1006894	256	256	X 
351	1006895	128	128	X 
352	1006896	128	128	X 
353	1006897	128	128	X 
354	1006898	256	256	X 
355	1006899	256	256	X 
356	1006900	256	256	X 
357	1006901	128	128	X 
358	1006902	128	128	X 
359	1006903	128	128	X 
360	1008379	256	256	X 
361	1008380	256	256	X 
362	1008390	256	256	X 
363	1008401	128	128	X 
364	1008438	128	128	X 
365	1008441	128	128	X 
366	1008507	256	256	X 
367	1008510	256	256	X 
368	1008533	256	256	X 
369	1008540	128	128	X 
370	1008541	128	128	X 
371	1008542	128	128	X 
372	1008903	256	256	X 
373	1008904	256	256	X 
374	1008905	256	256	X 
375	1008906	128	128	X 
376	1008907	128	128	X 
377	1008908	128	128	X 
378	1009085	256	256	X 
379	1009088	256	256	X 
380	1009089	256	256	X 
381	1009090	128	128	X 
382	1009091	128	128	X 
383	1009100	128	128	X 
391	1014504	256	256	X 
392	1014508	256	256	X 
393	1014511	256	256	X 
394	1015633	256	256	X 
395	1015634	128	128	X 
396	1015750	1024	1024	X 
397	1015751	1024	1024	X 
398	1015756	1024	1024	X 
399	1015758	1024	1024	X 
400	1015775	1024	1024	X 
401	1015791	1024	1024	X 
402	1015889	1024	1024	X 
403	1016194	1024	1024	X 
404	1016661	256	256	X 
405	1016662	128	128	X 
406	1016663	256	256	X 
407	1016664	256	256	X 
408	1016665	128	128	X 
409	1016666	128	128	X 
410	1016667	256	256	X 
411	1016668	256	256	X 
412	1016669	256	256	X 
413	1016670	128	128	X 
414	1016671	128	128	X 
415	1016672	128	128	X 
416	1016997	256	256	X 
417	1016998	256	256	X 
418	1016999	256	256	X 
419	1017000	128	128	X 
420	1017001	128	128	X 
421	1017003	128	128	X 
423	1017437	256	256	X 
424	1017438	256	256	X 
425	1017439	256	256	X 
426	1017440	128	128	X 
427	1017441	128	128	X 
429	1017443	128	128	X 
430	1017452	256	256	X 
431	1017453	256	256	X 
432	1017454	256	256	X 
433	1017455	128	128	X 
434	1017456	128	128	X 
435	1017457	128	128	X 
437	1018853	256	256	X 
438	1018856	256	256	X 
439	1018857	256	256	X 
440	1018858	128	128	X 
441	1018859	128	128	X 
442	1018860	128	128	X 
443	1019055	256	256	X 
444	1019056	256	256	X 
445	1019057	256	256	X 
446	1019058	128	128	X 
447	1019059	128	128	X 
448	1019060	128	128	X 
449	1019124	256	256	X 
450	1019125	256	256	X 
451	1019126	256	256	X 
452	1019127	128	128	X 
453	1019128	128	128	X 
454	1019129	128	128	X 
455	1019132	256	256	X 
456	1019133	256	256	X 
457	1019134	256	256	X 
458	1019135	128	128	X 
459	1019136	128	128	X 
460	1019137	128	128	X 
461	1019144	256	256	X 
462	1019145	256	256	X 
463	1019146	256	256	X 
464	1019147	128	128	X 
465	1019148	128	128	X 
466	1019149	128	128	X 
467	1019150	256	256	X 
468	1019151	128	128	X 
469	1019152	256	256	X 
470	1019153	256	256	X 
471	1019154	256	256	X 
472	1019279	256	256	X 
