3	5	0	33449	1	0	0	0	0	0	0	X 
6	42	100	0	0	0	0	0	0	0	0	X 
7	42	0	0	0	0	100000	0	0	0	0	X 
10	43	0	114053	1	0	0	0	0	0	0	X 
33	2	0	112737	1	0	0	0	0	0	0	X 
36	3	0	114053	1	0	0	100	0	0	0	X 
39	44	0	0	0	824	20	0	0	0	0	X 
42	65	150	0	0	0	0	0	0	0	0	X 
45	67	0	114052	1	0	0	100	0	0	0	X 
48	6	100	0	0	0	0	100	0	0	0	X 
51	7	0	114825	1	0	0	0	0	0	0	X 
72	73	100	0	0	0	0	0	0	0	0	X 
124	66	0	114826	1	0	0	0	0	0	0	X 
137	86	0	114053	1	0	0	100	0	0	0	X 
140	87	150	0	0	0	0	0	0	0	0	X 
151	88	0	0	0	824	20	0	0	0	0	X 
157	89	0	114052	1	0	0	100	0	0	0	X 
160	90	100	0	0	0	0	100	0	0	0	X 
163	91	0	112848	1	0	0	0	0	0	0	X 
227	107	0	114109	1	0	0	0	0	0	0	X 
230	108	0	114068	1	0	0	0	0	0	0	X 
236	109	0	114058	1	0	0	0	0	0	0	X 
239	110	0	114063	1	0	0	0	0	0	0	X 
242	111	0	114059	1	0	0	0	0	0	0	X 
245	112	0	114066	1	0	0	0	0	0	0	X 
248	113	0	114057	1	0	0	0	0	0	0	X 
251	114	8000	0	0	0	0	0	0	0	0	X 
254	115	8000	0	0	0	0	0	0	0	0	X 
257	116	8000	0	0	0	0	0	0	0	0	X 
260	117	8000	0	0	0	0	0	0	0	0	X 
263	118	8000	0	0	0	0	0	0	0	0	X 
266	119	0	120301	1	0	0	0	0	0	0	X 
269	120	0	120302	1	0	0	0	0	0	0	X 
287	125	0	120301	1	0	0	0	0	0	0	X 
290	126	0	120302	1	0	0	0	0	0	0	X 
293	127	0	120301	1	0	0	0	0	0	0	X 
296	128	0	114616	1	0	0	0	0	0	0	X 
299	129	0	114616	1	0	0	0	0	0	0	X 
302	130	0	120302	1	0	0	0	0	0	0	X 
305	131	0	120301	1	0	0	0	0	0	0	X 
308	132	0	0	0	824	175	0	0	0	0	X 
311	133	0	0	0	824	175	0	0	0	0	X 
317	135	100	0	0	0	0	0	0	0	0	X 
320	136	100	0	0	0	0	0	0	0	0	X 
323	137	0	120205	1	0	0	0	0	0	0	X 
326	183	0	0	0	824	30	0	0	0	0	X 
329	171	100	0	0	0	0	0	0	0	0	X 
332	138	100	0	0	0	0	0	0	0	0	X 
335	139	100	0	0	0	0	0	0	0	0	X 
338	140	0	120205	1	0	0	0	0	0	0	X 
341	184	0	0	0	824	30	0	0	0	0	X 
344	172	100	0	0	0	0	0	0	0	0	X 
347	141	200	0	0	0	0	0	0	0	0	X 
350	142	200	0	0	0	0	0	0	0	0	X 
353	143	200	0	0	0	0	0	0	0	0	X 
356	185	0	0	0	824	32	0	0	0	0	X 
362	144	200	0	0	0	0	0	0	0	0	X 
365	146	200	0	0	0	0	0	0	0	0	X 
368	186	0	0	0	824	32	0	0	0	0	X 
371	195	0	114101	1	0	0	0	0	0	0	X 
374	205	0	0	0	824	100	0	0	0	0	X 
375	205	300	0	0	0	0	0	0	0	0	X 
377	196	0	114101	1	0	0	0	0	0	0	X 
380	206	0	0	0	824	100	0	0	0	0	X 
381	206	300	0	0	0	0	0	0	0	0	X 
383	197	0	114098	1	0	0	0	0	0	0	X 
386	207	450	0	0	0	0	0	0	0	0	X 
387	207	0	0	0	824	110	0	0	0	0	X 
389	198	0	114096	1	0	0	0	0	0	0	X 
392	208	600	0	0	0	0	0	0	0	0	X 
393	208	0	0	0	824	125	0	0	0	0	X 
395	199	0	114108	1	0	0	0	0	0	0	X 
398	209	750	0	0	0	0	0	0	0	0	X 
399	209	0	0	0	824	150	0	0	0	0	X 
401	200	0	114094	1	0	0	0	0	0	0	X 
404	210	900	0	0	0	0	0	0	0	0	X 
405	210	0	0	0	824	175	0	0	0	0	X 
407	201	0	114099	1	0	0	0	0	0	0	X 
410	211	1050	0	0	0	0	0	0	0	0	X 
411	211	0	0	0	824	200	0	0	0	0	X 
413	202	0	114097	1	0	0	0	0	0	0	X 
416	212	1200	0	0	0	0	0	0	0	0	X 
