3	117	433	0	X 
4	118	439	0	X 
5	159	430	0	X 
7	414	434	0	X 
8	422	435	0	X 
10	724	5005	0	X 
11	728	483	0	X 
13	733	435	0	X 
15	744	12257	0	X 
24	858	440	0	X 
32	929	441	0	X 
38	955	8096	0	X 
39	961	433	0	X 
41	1017	5006	0	X 
42	1082	5006	0	X 
45	1127	145727	0	X 
56	1177	54497	0	X 
57	1178	1940	0	X 
58	1179	431	0	X 
59	1180	8099	0	X 
64	1205	432	0	X 
67	1262	5257	0	X 
72	1322	7396	0	X 
73	1326	434	0	X 
100	1970	8070	0	X 
106	2070	433	0	X 
123	2313	2832	0	X 
136	2454	2367	0	X 
137	2455	437	0	X 
138	2456	2370	0	X 
139	2457	2374	0	X 
140	2458	2378	0	X 
141	2459	2379	0	X 
166	2697	483	0	X 
170	2699	483	0	X 
174	2701	483	0	X 
176	2723	11007	0	X 
178	2820	14530	0	X 
182	2863	2829	0	X 
190	2888	5004	0	X 
191	2889	483	0	X 
200	3080	73287	0	X 
201	3087	29236	0	X 
203	3220	5005	0	X 
205	3240	3113	0	X 
207	3251	7669	0	X 
210	3382	3219	0	X 
225	3434	700	0	X 
226	3448	2639	0	X 
243	3663	5006	0	X 
246	3666	5006	0	X 
247	3678	483	0	X 
249	3679	483	0	X 
251	3680	483	0	X 
253	3681	483	0	X 
255	3682	483	0	X 
257	3683	483	0	X 
263	3728	5007	0	X 
264	3729	5007	0	X 
265	3734	483	0	X 
267	3735	483	0	X 
269	3736	483	0	X 
271	3737	483	0	X 
281	3825	3593	0	X 
283	3827	2023	0	X 
315	3928	4042	0	X 
321	4265	2833	0	X 
422	4457	5007	0	X 
429	4536	433	0	X 
433	4540	433	0	X 
434	4541	434	0	X 
435	4542	435	0	X 
437	4546	4318	0	X 
442	4596	440	0	X 
443	4597	483	0	X 
445	4598	4062	0	X 
451	4604	433	0	X 
452	4605	434	0	X 
453	4606	435	0	X 
456	4609	483	0	X 
458	4623	4941	0	X 
459	4624	483	0	X 
463	4656	433	0	X 
468	4852	5134	0	X 
469	4941	8312	0	X 
470	4945	16375	0	X 
471	4952	5020	0	X 
472	4953	5021	0	X 
474	4984	5024	0	X 
476	4986	5099	0	X 
489	5083	483	0	X 
500	5131	483	0	X 
507	5205	434	0	X 
509	5218	5666	0	X 
511	5251	5809	0	X 
512	5323	14053	0	X 
515	5342	6114	0	X 
524	5421	6296	0	X 
527	5457	8277	0	X 
528	5462	6405	0	X 
529	5472	5004	0	X 
534	5477	5005	0	X 
535	5478	435	0	X 
538	5482	483	0	X 
546	5486	483	0	X 
570	5613	14134	0	X 
621	5816	6724	0	X 
639	5951	7108	0	X 
646	5996	7178	0	X 
647	5997	673	0	X 
681	6149	11903	0	X 
702	6290	433	0	X 
741	6372	7840	0	X 
767	6476	483	0	X 
772	6529	8087	0	X 
782	6635	8202	0	X 
783	6636	8898	0	X 
784	6637	8899	0	X 
796	6662	8212	0	X 
799	6672	483	0	X 
802	6710	483	0	X 
810	6735	483	0	X 
817	6807	1127	0	X 
818	6811	8532	0	X 
820	6866	8593	0	X 
828	6898	18956	0	X 
835	6972	70537	0	X 
866	7133	70537	0	X 
911	7507	9252	0	X 
912	7508	9252	0	X 
913	7515	9253	0	X 
921	7667	9489	0	X 
922	7676	9512	0	X 
959	7978	483	0	X 
961	7979	483	0	X 
963	7980	483	0	X 
965	7981	483	0	X 
967	7982	483	0	X 
969	7983	483	0	X 
971	7984	483	0	X 
973	7985	483	0	X 
1006	8066	10137	0	X 
1012	8095	10723	0	X 
1015	8173	10344	0	X 
1056	8403	483	0	X 
1058	8404	483	0	X 
1060	8405	483	0	X 
1062	8406	483	0	X 
1064	8407	483	0	X 
1066	8408	483	0	X 
1070	8410	10667	0	X 
1071	8411	10668	0	X 
1072	8412	10669	0	X 
1073	8423	10692	0	X 
1074	8424	10693	0	X 
1075	8432	10723	0	X 
1079	8486	55884	0	X 
1111	8529	16589	0	X 
1143	8703	11209	0	X 
1156	9030	11359	0	X 
1167	9224	11406	0	X 
1209	9367	483	0	X 
1247	9681	1129	0	X 
1312	10398	55884	0	X 
1314	10418	12733	0	X 
1317	10444	12283	0	X 
1319	10455	12766	0	X 
1320	10463	483	0	X 
1328	10515	12534	0	X 
1407	10830	13808	0	X 
1486	11243	14050	0	X 
1489	11320	14806	0	X 
1490	11325	14814	0	X 
1494	11445	15033	0	X 
1496	11474	55884	0	X 
1499	11562	15229	0	X 
1500	11563	15231	0	X 
1501	11564	15233	0	X 
1502	11565	15235	0	X 
1503	11566	15239	0	X 
1504	11567	15279	0	X 
1508	11584	5004	0	X 
1526	11622	15340	0	X 
1530	11642	15389	0	X 
1531	11643	15391	0	X 
1532	11645	15397	0	X 
1533	11646	15400	0	X 
1534	11647	15402	0	X 
1535	11648	15404	0	X 
1536	11649	15406	0	X 
1571	11846	11008	0	X 
1577	11905	15712	0	X 
1587	12003	11629	0	X 
1633	12264	55884	0	X 
1668	12450	16322	0	X 
1669	12451	16323	0	X 
1670	12455	16326	0	X 
1671	12457	16325	0	X 
1672	12458	16327	0	X 
1673	12459	16321	0	X 
1674	12460	16329	0	X 
1707	12650	16629	0	X 
1717	12687	483	0	X 
1719	12688	483	0	X 
1723	12690	483	0	X 
1735	12696	483	0	X 
1741	12699	483	0	X 
1743	12700	483	0	X 
1745	12701	483	0	X 
1753	12705	483	0	X 
1766	12715	483	0	X 
1779	12725	483	0	X 
1781	12726	483	0	X 
1783	12727	483	0	X 
1816	12821	483	0	X 
1820	12824	483	0	X 
1822	12825	483	0	X 
1850	12844	17047	0	X 
1877	13086	55884	0	X 
1884	13171	17283	0	X 
1910	13315	17448	0	X 
1955	13444	17531	0	X 
1957	13446	17534	0	X 
1958	13447	17535	0	X 
1959	13452	17538	0	X 
2042	13546	1129	0	X 
2043	13582	55884	0	X 
2045	13583	55884	0	X 
2047	13584	55884	0	X 
2097	14022	18307	0	X 
2098	14023	18308	0	X 
2171	14530	18610	0	X 
2193	15107	18957	0	X 
2194	15108	18957	0	X 
2212	15723	19199	0	X 
2311	15778	19363	0	X 
2326	15866	19634	0	X 
2327	15867	19638	0	X 
2332	15873	20587	0	X 
2543	16608	62352	0	X 
2580	17048	20875	0	X 
2609	17119	434	0	X 
2647	17384	21544	0	X 
2655	17410	21565	0	X 
2669	17690	196079	0	X 
2670	17691	196080	0	X 
2698	17759	21956	0	X 
2707	17900	196080	0	X 
2708	17901	196080	0	X 
2709	17902	196080	0	X 
2710	17903	196080	0	X 
2711	17904	196080	0	X 
2712	17905	196079	0	X 
2713	17906	196079	0	X 
2714	17907	196079	0	X 
2715	17908	196079	0	X 
2716	17909	196079	0	X 
2721	18149	196079	0	X 
2722	18150	196080	0	X 
2730	18160	483	0	X 
2744	18182	22599	0	X 
2772	18253	22729	0	X 
2777	18258	22736	0	X 
2789	18269	22789	0	X 
2791	18284	22790	0	X 
2804	18329	22840	0	X 
2805	18330	22844	0	X 
2806	18331	22846	0	X 
2842	18588	23000	0	X 
2843	18592	483	0	X 
2893	18659	23151	0	X 
2903	18707	23192	0	X 
2908	18746	23204	0	X 
2913	18766	55884	0	X 
2915	18767	55884	0	X 
2919	18772	55884	0	X 
2921	18773	55884	0	X 
2923	18774	55884	0	X 
2925	18776	55884	0	X 
2927	18777	55884	0	X 
2929	18778	55884	0	X 
2931	18785	55884	0	X 
2933	18786	55884	0	X 
2935	18787	55884	0	X 
2937	18788	55884	0	X 
2939	18789	55884	0	X 
2941	18790	55884	0	X 
2945	18793	55884	0	X 
2947	18794	55884	0	X 
2949	18795	55884	0	X 
2951	18796	55884	0	X 
2953	18797	55884	0	X 
2955	18798	55884	0	X 
2987	18902	55884	0	X 
2992	18951	12438	0	X 
3037	19141	23595	0	X 
3078	19221	11629	0	X 
3176	19462	23851	0	X 
3224	19782	24149	0	X 
3225	19783	24160	0	X 
3226	19784	24161	0	X 
3227	19785	24162	0	X 
3228	19786	24163	0	X 
3229	19787	24164	0	X 
3230	19788	24165	0	X 
3231	19789	24167	0	X 
3232	19790	24168	0	X 
3246	19858	24226	0	X 
3263	19948	24574	0	X 
3264	19949	24661	0	X 
3265	19950	24658	0	X 
3281	19971	24302	0	X 
3284	19979	24347	0	X 
3286	19990	24354	0	X 
3287	19991	24352	0	X 
3288	19992	50708	0	X 
3310	20031	24384	0	X 
3312	20036	24389	0	X 
3333	20076	24421	0	X 
3334	20077	24422	0	X 
3335	20078	24420	0	X 
3336	20079	24382	0	X 
3337	20080	24417	0	X 
3338	20081	24383	0	X 
3361	20130	24427	0	X 
3407	20371	55884	0	X 
3413	20389	24707	0	X 
3414	20390	24707	0	X 
3420	20403	24726	0	X 
3431	20503	24854	0	X 
3444	20512	24865	0	X 
3455	20534	25112	0	X 
3473	20557	24930	0	X 
3493	20620	24833	0	X 
3495	20651	55884	0	X 
3520	20748	25123	0	X 
3521	20749	25122	0	X 
3570	21023	25660	0	X 
3571	21025	483	0	X 
3579	21041	25720	0	X 
3605	21176	483	0	X 
3607	21180	25891	0	X 
3608	21181	25892	0	X 
3612	21213	62061	0	X 
3643	21326	26066	0	X 
3657	21537	26263	0	X 
3658	21540	26265	0	X 
3694	21711	26373	0	X 
3695	21713	26374	0	X 
3703	21722	483	0	X 
3705	21723	483	0	X 
3731	21737	483	0	X 
3733	21738	483	0	X 
3863	21991	27031	0	X 
3884	22057	27203	0	X 
3888	22114	55884	0	X 
3897	22131	27667	0	X 
3898	22132	27667	0	X 
3899	22133	27667	0	X 
3900	22134	27668	0	X 
3901	22135	27668	0	X 
3902	22136	27668	0	X 
3927	22192	27653	0	X 
3928	22193	27652	0	X 
3935	22200	27662	0	X 
3941	22218	27571	0	X 
4083	22635	28161	0	X 
4084	22636	28163	0	X 
4085	22638	28165	0	X 
4086	22645	5005	0	X 
4087	22647	483	0	X 
4090	22678	28200	0	X 
4127	22729	483	0	X 
4153	22778	28488	0	X 
4154	22779	28486	0	X 
4157	22781	55884	0	X 
4159	22783	28516	0	X 
4160	22784	28516	0	X 
4171	22829	28495	0	X 
4173	22831	54494	0	X 
4174	22832	28499	0	X 
4191	22850	28517	0	X 
4268	23002	55884	0	X 
4272	23015	55884	0	X 
4297	23122	28891	0	X 
4298	23123	28898	0	X 
4362	23211	29334	0	X 
4366	23246	47175	0	X 
4367	23247	28806	0	X 
4377	23326	29333	0	X 
4378	23327	29332	0	X 
4385	23379	29305	0	X 
4391	23435	29335	0	X 
4393	23444	29348	0	X 
4398	23500	29451	0	X 
4425	23587	29830	0	X 
4523	23647	30978	0	X 
4524	23648	30978	0	X 
4525	23649	30978	0	X 
4526	23650	30978	0	X 
4527	23651	30978	0	X 
4528	23652	30978	0	X 
4529	23653	30978	0	X 
4539	23696	30297	0	X 
4570	23756	5004	0	X 
4659	23888	483	0	X 
4664	23905	30978	0	X 
4665	23911	30978	0	X 
4666	23912	30978	0	X 
4667	23914	30978	0	X 
4668	23916	30978	0	X 
4669	23917	30978	0	X 
4670	23918	30978	0	X 
4674	23985	30845	0	X 
4675	23986	30847	0	X 
4676	23989	30848	0	X 
4690	24072	434	0	X 
4698	24105	5004	0	X 
4836	24287	31497	0	X 
4891	24338	1131	0	X 
4897	24421	31920	0	X 
4908	24520	32098	0	X 
4909	24522	32096	0	X 
4966	25619	32355	0	X 
4967	25620	32355	0	X 
4968	25628	32362	0	X 
4969	25633	32362	0	X 
4970	25634	32367	0	X 
5028	25786	32599	0	X 
5029	25787	32600	0	X 
5075	25936	39201	0	X 
5076	25937	39200	0	X 
5078	25994	32955	0	X 
5079	25995	32956	0	X 
5080	25996	32957	0	X 
5094	27498	33077	0	X 
5095	27499	33078	0	X 
5096	27500	33079	0	X 
5097	27501	33080	0	X 
5098	27502	33081	0	X 
5099	27503	33082	0	X 
5101	27553	9512	0	X 
5104	27651	33253	0	X 
5118	27684	483	0	X 
5122	27686	483	0	X 
5176	28040	33662	0	X 
5177	28041	33667	0	X 
5178	28042	33668	0	X 
5185	28100	17534	0	X 
5187	28102	33720	0	X 
5188	28103	54452	0	X 
5194	28111	33770	0	X 
5274	28501	18234	0	X 
5309	28788	34750	0	X 
5411	29292	24800	0	X 
5447	29460	35349	0	X 
5564	29750	35725	0	X 
5565	29776	35733	0	X 
5616	30293	36347	0	X 
5617	30300	36372	0	X 
5651	30340	36432	0	X 
5663	30357	33269	0	X 
5664	30358	33262	0	X 
5665	30359	33255	0	X 
5668	30361	33264	0	X 
5741	30690	37346	0	X 
5742	30696	37360	0	X 
5761	30816	433	0	X 
5779	30858	11009	0	X 
5863	31437	38543	0	X 
5864	31449	38551	0	X 
5865	31450	38552	0	X 
5866	31451	38553	0	X 
5872	31535	38615	0	X 
5879	31615	144073	0	X 
5880	31617	144074	0	X 
5893	31666	45257	0	X 
5896	31672	35271	0	X 
5897	31673	33264	0	X 
5898	31674	483	0	X 
5900	31675	483	0	X 
6046	32079	39677	0	X 
6047	32092	39677	0	X 
6193	32446	37678	0	X 
6196	32449	40098	0	X 
6253	32602	40309	0	X 
6284	32694	40811	0	X 
6285	32695	40815	0	X 
6323	32757	41234	0	X 
6351	32857	55884	0	X 
6353	32858	55884	0	X 
6355	32859	55884	0	X 
6357	32860	55884	0	X 
6359	32861	55884	0	X 
6361	32862	55884	0	X 
6364	32864	40815	0	X 
6378	32912	41920	0	X 
6397	33016	41920	0	X 
6410	33030	44107	0	X 
6411	33031	44111	0	X 
6414	33034	44114	0	X 
6419	33043	5004	0	X 
6430	33079	42365	0	X 
6498	33226	44436	0	X 
6540	33447	43185	0	X 
6541	33448	43186	0	X 
6542	33449	43180	0	X 
6547	33457	43194	0	X 
6548	33458	43195	0	X 
6549	33459	43196	0	X 
6550	33460	43197	0	X 
6551	33461	43198	0	X 
6552	33462	43199	0	X 
6599	33792	483	0	X 
6667	34017	44107	0	X 
6670	34020	44111	0	X 
6696	34068	44212	0	X 
6713	34125	57287	0	X 
6720	34140	44540	0	X 
6750	34258	45153	0	X 
6814	34537	45373	0	X 
6815	34538	45395	0	X 
6816	34539	45397	0	X 
6823	34599	45819	0	X 
6834	34684	45417	0	X 
6846	34722	45544	0	X 
7010	35230	46149	0	X 
7317	35671	46760	0	X 
7396	35935	47215	0	X 
7397	35937	47217	0	X 
7421	36770	47430	0	X 
7464	36871	47806	0	X 
7465	36872	47807	0	X 
7467	36874	47816	0	X 
7597	37555	48846	0	X 
7598	37556	48847	0	X 
7599	37557	48848	0	X 
7600	37558	48855	0	X 
7602	37560	48865	0	X 
7604	37562	48868	0	X 
7671	37892	41920	0	X 
7698	38070	51985	0	X 
7701	38073	144108	0	X 
7708	38080	51978	0	X 
7709	38081	51987	0	X 
7715	38213	48846	0	X 
7719	38257	47816	0	X 
7720	38258	50261	0	X 
7721	38259	50263	0	X 
7837	38626	51661	0	X 
7865	38760	48875	0	X 
7866	38761	61778	0	X 
7867	38762	48875	0	X 
7868	38763	61426	0	X 
7869	38764	61427	0	X 
7870	38765	61428	0	X 
8116	39327	52697	0	X 
8124	39520	52911	0	X 
8148	39691	57285	0	X 
8165	39811	62088	0	X 
8167	39821	144130	0	X 
8181	40042	11009	0	X 
8213	40354	54092	0	X 
8231	40476	42292	0	X 
8232	40477	42292	0	X 
8234	40483	42292	0	X 
9202	42988	57350	0	X 
9270	43090	57672	0	X 
9271	43094	7865	0	X 
9274	43134	50781	0	X 
