4	14	X 
9	215	X 
11	17	X 
13	0	X 
14	0	X 
16	45	X 
17	3	X 
19	4	X 
20	85	X 
21	130	X 
22	28	X 
23	139	X 
24	267	X 
26	47	X 
27	1	X 
28	51	X 
29	46	X 
30	12	X 
32	41	X 
34	10	X 
35	38	X 
36	44	X 
37	33	X 
38	8	X 
39	40	X 
40	11	X 
41	141	X 
42	148	X 
43	331	X 
61	400	X 
81	406	X 
101	405	X 
121	357	X 
141	15	X 
161	440	X 
181	16	X 
182	361	X 
201	490	X 
241	493	X 
261	1377	X 
281	618	X 
301	1519	X 
321	1637	X 
341	1537	X 
362	1638	X 
381	1657	X 
382	1497	X 
401	2597	X 
443	3277	X 
461	3358	X 
462	3430	X 
463	3433	X 
464	3524	X 
465	3483	X 
466	0	X 
467	3521	X 
471	3557	X 
473	3520	X 
475	3522	X 
476	3525	X 
477	3518	X 
478	3519	X 
479	3523	X 
480	3487	X 
481	3703	X 
482	3820	X 
485	0	X 
486	3537	X 
488	65	X 
490	394	X 
491	495	X 
492	210	X 
493	3711	X 
495	67	X 
496	66	X 
499	4080	X 
501	4197	X 
502	4298	X 
504	4395	X 
510	2817	X 
512	4384	X 
520	4265	X 
521	4100	X 
522	4494	X 
523	206	X 
524	1196	X 
525	4272	X 
526	4264	X 
527	4500	X 
528	4228	X 
529	4273	X 
530	4416	X 
531	4493	X 
532	4603	X 
533	4277	X 
534	4196	X 
535	3456	X 
536	4415	X 
539	4714	X 
540	4710	X 
541	4742	X 
542	4723	X 
543	4722	X 
544	4720	X 
545	4714	X 
601	4809	X 
602	4813	X 
603	4820	X 
604	4812	X 
605	4737	X 
606	616	X 
607	4709	X 
609	4987	X 
610	4815	X 
611	4755	X 
613	5146	X 
614	5145	X 
615	5144	X 
626	5031	X 
640	5042	X 
673	5287	X 
677	5108	X 
678	4714	X 
679	4714	X 
680	2437	X 
681	4720	X 
682	4720	X 
683	616	X 
684	4706	X 
685	5351	X 
686	1176	X 
687	1477	X 
688	719	X 
689	5339	X 
690	717	X 
691	721	X 
692	1337	X 
696	2717	X 
697	1977	X 
699	2557	X 
700	4922	X 
704	1584	X 
708	5095	X 
709	5389	X 
710	3714	X 
717	3429	X 
718	2159	X 
720	5034	X 
721	1583	X 
722	3790	X 
723	3791	X 
724	3789	X 
725	3713	X 
726	3716	X 
727	3715	X 
728	3717	X 
729	3847	X 
730	3849	X 
731	3848	X 
732	3792	X 
733	2366	X 
734	2367	X 
736	5449	X 
737	5416	X 
747	5396	X 
748	5034	X 
749	718	X 
750	2100	X 
751	5630	X 
752	5600	X 
753	4926	X 
754	5094	X 
755	2677	X 
756	1581	X 
757	4950	X 
758	5334	X 
759	4945	X 
760	722	X 
761	491	X 
762	796	X 
763	2057	X 
764	209	X 
765	2017	X 
766	3428	X 
767	5004	X 
768	5088	X 
769	5035	X 
770	4922	X 
772	5695	X 
773	5638	X 
775	3606	X 
776	3923	X 
779	3836	X 
780	3607	X 
781	3805	X 
782	3845	X 
789	4075	X 
793	1977	X 
795	5733	X 
796	3959	X 
797	3562	X 
798	4131	X 
799	3457	X 
800	5723	X 
803	5786	X 
806	5785	X 
807	5805	X 
808	5736	X 
809	5841	X 
810	5842	X 
811	5840	X 
813	5799	X 
816	5788	X 
819	5844	X 
820	5789	X 
823	5861	X 
824	5892	X 
851	6040	X 
856	6051	X 
857	6134	X 
858	6138	X 
860	6126	X 
862	0	X 
864	6170	X 
866	6176	X 
867	5956	X 
871	6052	X 
873	6006	X 
874	6109	X 
875	5976	X 
876	5963	X 
877	5918	X 
878	6101	X 
880	6209	X 
881	6449	X 
882	6309	X 
883	6328	X 
884	6426	X 
885	6182	X 
886	6067	X 
887	6214	X 
888	6450	X 
889	6451	X 
890	6452	X 
891	6453	X 
892	6454	X 
893	6455	X 
894	6456	X 
895	6457	X 
896	6125	X 
897	6297	X 
898	6066	X 
899	6852	X 
900	6208	X 
903	6141	X 
905	6142	X 
906	6500	X 
907	15	X 
910	6134	X 
911	6575	X 
912	6616	X 
914	6565	X 
919	6613	X 
920	6615	X 
922	2257	X 
924	6611	X 
925	6298	X 
928	6507	X 
929	6661	X 
930	6622	X 
933	6677	X 
934	6716	X 
935	6665	X 
937	6733	X 
938	6731	X 
939	6678	X 
940	6567	X 
941	6720	X 
945	6723	X 
946	6662	X 
947	6719	X 
948	6722	X 
949	6721	X 
950	6755	X 
951	6757	X 
953	6738	X 
955	6771	X 
962	0	X 
964	6874	X 
969	6932	X 
970	7025	X 
971	7078	X 
973	7078	X 
974	7078	X 
975	7078	X 
976	7004	X 
978	6941	X 
980	7004	X 
981	7004	X 
982	7004	X 
983	7083	X 
984	6912	X 
986	6980	X 
987	6951	X 
988	6967	X 
989	6988	X 
990	7004	X 
991	7078	X 
992	4	X 
993	6984	X 
994	6996	X 
995	7307	X 
1007	0	X 
1008	7109	X 
1009	7332	X 
1010	7107	X 
1011	7333	X 
1014	7502	X 
1015	7334	X 
1017	7541	X 
1018	7558	X 
1020	7576	X 
1021	7543	X 
1022	7588	X 
1024	7503	X 
1026	7545	X 
1027	7658	X 
1028	7705	X 
1031	7796	X 
1032	7814	X 
1033	7637	X 
1034	7830	X 
1035	7813	X 
1036	7744	X 
1037	7921	X 
1038	7838	X 
1039	7695	X 
1040	7834	X 
1041	7672	X 
1042	7812	X 
1043	7811	X 
1044	7902	X 
1045	7787	X 
1046	8040	X 
1047	7737	X 
1048	7979	X 
1049	7960	X 
1050	7875	X 
1051	7918	X 
1052	8022	X 
1053	8000	X 
1054	7777	X 
1055	7767	X 
1056	8046	X 
1057	7745	X 
1058	7952	X 
1059	8005	X 
1060	7955	X 
1062	7976	X 
1065	7546	X 
1066	7996	X 
1067	7673	X 
1068	7879	X 
1069	8094	X 
1070	8093	X 
1071	8125	X 
1072	7877	X 
1073	8142	X 
