1	80693	Frostfire Gronnling	0.750000	0.550000	1067373	0	X 
2	87430	Thunderlord Scout	1.400000	0.500000	1067284	0	X 
4	78009	Orc Encounter 1	1.500000	0.500000	1067281	0	X 
5	79359	Orc Encounter 2	1.500000	0.500000	1067297	0	X 
7	79378	Ogre Encounter 1	1.500000	0.550000	1067321	0	X 
29	0	Chris' Mission Set Test Encounter	1.000000	0.400000	0	0	X 
30	80704	Frostfire Gronnling	0.750000	0.550000	1067391	0	X 
31	80693	Frostfire Gronnling	0.750000	0.550000	1067373	0	X 
32	80705	Icemaw Rylak	0.550000	0.450000	1067265	0	X 
33	80192	Thunderlord Scout	0.600000	0.900000	1067335	0	X 
34	80172	Thunderlord Scout	1.200000	0.500000	1067334	0	X 
35	79380	Ogre Encounter 2	0.900000	0.550000	1067230	0	X 
36	79380	Undead Encounter 1	1.000000	0.500000	1067230	0	X 
37	79383	Aberration Encounter 1	0.800000	0.500000	1067191	0	X 
38	79387	Arakkoa Encounter 1	0.500000	0.500000	1067348	0	X 
39	81338	Arakkoa Encounter 2	0.900000	0.500000	1067462	0	X 
40	79384	Beast Encounter 1	1.100000	0.500000	1067296	0	X 
41	79386	Beast Encounter 2	1.400000	0.500000	1067246	0	X 
42	79381	Demon Encounter 1	1.100000	0.600000	1067240	0	X 
43	81339	Demon Encounter 2	0.600000	0.600000	1067193	0	X 
44	79382	Breaker Encounter 1	1.000000	0.500000	1067290	0	X 
45	79385	Breaker Encounter 2	1.500000	0.600000	1067311	0	X 
46	81340	Fury Encounter 1	1.200000	0.500000	1067223	0	X 
47	81341	Fury Encounter 2	1.000000	0.500000	1067207	0	X 
48	81342	Primal Encounter 1	1.000000	0.500000	1067224	0	X 
49	81343	Primal Encounter 2	1.000000	0.500000	1067208	0	X 
50	19787	Wretched Slugs	1.000000	0.400000	0	0	X 
51	81538	Skulking Ravager	0.900000	0.450000	1067344	0	X 
52	81562	Thunderlord Crag-Leaper	1.550000	0.500000	1067236	0	X 
53	81565	Thunderlord Windreader	1.550000	0.500000	1067286	0	X 
54	81568	Cursed Wolf	1.500000	0.500000	1067253	0	X 
55	81580	Grimfrost Drudge	1.200000	0.550000	1067268	0	X 
56	81583	Frostbeak Scavenger	1.300000	0.900000	1067178	0	X 
57	81587	Bladespire Raider	1.200000	0.500000	1067336	0	X 
58	82405	Pale Devourer	1.000000	0.450000	1067305	0	X 
59	82410	Corrupted Toad	1.000000	0.450000	1067273	0	X 
60	82409	Lunarfall Raven	0.800000	0.500000	1067466	0	X 
61	82413	Shadowmoon Necrolyte	1.550000	0.500000	1067287	0	X 
62	82414	Shadowmoon Darkcaster	1.550000	0.500000	1067282	0	X 
63	83059	Thundering Plainswalker	0.750000	0.550000	1067312	0	X 
64	83067	Gorian Arcanist	1.200000	0.500000	1067413	0	X 
65	83071	Gorian Cohort	1.200000	0.500000	1067409	0	X 
66	83128	Iron Flameseer	1.400000	0.500000	1067339	0	X 
67	83126	Iron Flameseer	1.400000	0.500000	1067270	0	X 
68	83236	Beremus the Overseer	0.900000	0.530000	1067399	0	X 
69	83236	Tarlna the Ancient	0.900000	0.530000	1067399	0	X 
70	83357	Skyreach Stormcaller	0.900000	0.550000	1067403	0	X 
71	83363	Adherent Harrier	0.900000	0.550000	1067405	0	X 
72	83379	Felwrought Annihilator	0.750000	0.550000	1067240	0	X 
73	83074	Bloodmane Matriarch	0.800000	0.550000	1067433	0	X 
74	83347	Shade Prowler	1.200000	0.500000	1067465	0	X 
75	83170	Felflame Infernal	0.750000	0.550000	1067195	0	X 
76	83382	Flaming Pillager	0.900000	0.550000	1067237	0	X 
77	83256	Essence of Darkness	1.400000	0.550000	1067191	0	X 
78	83251	Essence of the Void	1.400000	0.550000	1416404	0	X 
79	83098	Gor	0.750000	0.550000	1067407	0	X 
80	83193	Ravenous Ironchewer	0.750000	0.550000	1067290	0	X 
81	83043	Bladespire Brute	1.200000	0.500000	1067419	0	X 
82	83042	Bladespire Mauler	1.200000	0.500000	1067420	0	X 
83	83045	Bladespire Geomancer	1.200000	0.500000	1067422	0	X 
84	83120	Thunderlord Windreader	1.500000	0.500000	1067286	0	X 
85	83225	Yggdrel	0.550000	0.550000	1067302	0	X 
86	83118	Thunderlord Talon	1.500000	0.500000	1067285	0	X 
87	83122	Thunderlord Beast-Rider	1.500000	0.500000	1067284	0	X 
88	83226	Moonbark Ancient	0.550000	0.550000	1067303	0	X 
89	83135	Nagrand Raider	1.500000	0.500000	1067388	0	X 
90	83140	Warsong Earthcaller	1.500000	0.500000	1067358	0	X 
91	83084	Sabermaw Mystic	0.800000	0.550000	1067432	0	X 
92	83074	Sabermaw Scarfang	0.800000	0.550000	1067433	0	X 
93	83081	Sabermaw Mauler	0.800000	0.550000	1067431	0	X 
94	83353	Adherent Flightcaller	0.900000	0.550000	1067381	0	X 
95	83354	Adherent Bladewing	0.900000	0.550000	1067401	0	X 
96	83356	Adherent Sun-Priest	0.900000	0.550000	1067404	0	X 
97	83241	Sargerei Vigilant	1.300000	0.500000	1067367	0	X 
98	83242	Sargerei Channeler	1.300000	0.500000	1067368	0	X 
99	83243	Sargerei Soul-Twister	1.300000	0.500000	1067366	0	X 
100	83045	Stonemaul Slaver	1.200000	0.500000	1067422	0	X 
101	83062	Slavemaster Ok'mok	1.200000	0.500000	1067418	0	X 
102	83070	Arcanist Earthsmasher	1.200000	0.500000	1067414	0	X 
103	83072	Gorian Warmaster	1.200000	0.500000	1067410	0	X 
104	83072	Gorian Warmaster	1.200000	0.500000	1067410	0	X 
105	83233	Blademoon Genesaur	0.900000	0.530000	1067400	0	X 
106	83217	Botani Grower	0.900000	0.550000	1067380	0	X 
107	83217	Botani Warder	0.900000	0.550000	1067380	0	X 
108	83103	Shadeback Ravager	0.900000	0.450000	1067345	0	X 
109	83106	Shadeback Ravager	0.900000	0.450000	1067346	0	X 
110	83107	Shadeback Ravager	0.900000	0.450000	1067343	0	X 
111	83170	Blazing Infernal	0.750000	0.550000	1067195	0	X 
112	83214	Stonescale	1.450000	0.400000	1067187	0	X 
113	83213	Bloodhide Watcher	1.450000	0.400000	1067186	0	X 
114	84858	Snow Lurker	1.450000	0.400000	1087727	0	X 
115	83147	Magma Elemental	1.200000	0.400000	1067228	0	X 
116	83152	Ice Fury	1.200000	0.400000	1067233	0	X 
118	83301	Hyacinth Mandragora	1.000000	0.400000	1067341	0	X 
119	83129	Shadowmoon Voidclaw	1.500000	0.500000	1067347	0	X 
120	83292	Podling Squirt	1.900000	0.450000	1067330	0	X 
121	83151	Frost Fury	1.200000	0.400000	1067221	0	X 
122	83192	Ravenous Ironchewer	1.400000	0.450000	1067288	0	X 
123	83041	Sootstained Enforcer	1.200000	0.500000	1067421	0	X 
124	83225	Moonbark Ancient	0.550000	0.550000	1067302	0	X 
125	83133	Shadowmoon Voidaxe	1.500000	0.500000	1067294	0	X 
126	83386	Essence of Darkness	1.400000	0.550000	1067428	0	X 
127	83117	Thunderlord Talon	1.500000	0.500000	1067306	0	X 
128	83179	Ata'gar Warrior	1.550000	0.500000	1067318	0	X 
129	83038	Icemaw Matriarch	0.550000	0.450000	1067266	0	X 
130	83228	Silent Watcher	0.550000	0.450000	1067301	0	X 
131	83127	Iron Grunt	1.500000	0.500000	1067457	0	X 
132	83234	Ula	0.900000	0.530000	1067398	0	X 
133	83195	Boneyard Gorger	1.400000	0.450000	1067289	0	X 
134	83056	Gorge Bonepicker	0.750000	0.550000	1067391	0	X 
135	83339	Iron Pulverizer	1.050000	0.450000	1067267	0	X 
136	83173	Tol'ressa	1.100000	0.500000	1067198	0	X 
137	83194	Goren Stonechewer	1.500000	0.450000	1067291	0	X 
138	83351	Adherent Sun-Caller	0.900000	0.550000	1067402	0	X 
139	83178	Shadowborne Reverend	1.550000	0.500000	1067320	0	X 
140	83072	Gordunni Basher	1.200000	0.500000	1067410	0	X 
141	83063	Skagg	1.200000	0.550000	1067417	0	X 
142	83141	Shattered Hand Sadist	1.400000	0.500000	1067245	0	X 
143	83114	Ravaging Knuckledragger	1.000000	0.450000	1067307	0	X 
144	83103	Shadeback Ravager	0.900000	0.450000	1067345	0	X 
145	83060	Howling Rylak	0.550000	0.450000	1067264	0	X 
146	83374	Sangrikass	1.400000	0.550000	1067218	0	X 
147	83143	Shattered Hand Blood-Singer	1.400000	0.500000	1067244	0	X 
148	83369	Tumultous Water Spirit	1.200000	0.400000	1067324	0	X 
149	83065	Gorian Arcanist	1.200000	0.500000	1067412	0	X 
150	83140	Warsong Earthcaller	1.500000	0.500000	1067358	0	X 
151	83073	Gorian Gladiator	1.200000	0.500000	1067411	0	X 
152	83460	Burning Blademaster	1.400000	0.500000	1067269	0	X 
153	83059	Plainswalker Gronn	0.750000	0.550000	1067312	0	X 
154	83257	Void-Torn Spirit	1.400000	0.500000	1108823	0	X 
